year,month,district,department,request_count,avg_response_time,resolution_rate,priority_critical_count,priority_high_count,priority_medium_count,priority_low_count
2021,9,Eastgate,Transportation,17,88.9,0.757,1,6,7,16
2021,9,Eastgate,Utilities,25,41.7,0.771,1,10,24,11
2021,9,Eastgate,Environmental Services,14,47.1,0.851,5,13,22,11
2021,9,Eastgate,Code Enforcement,18,93.9,0.768,1,15,7,8
2021,9,Eastgate,Permits & Licensing,9,86.0,0.803,2,3,25,17
2021,9,Westbrook,Public Works,24,35.3,0.836,3,6,24,18
2021,9,Westbrook,Parks & Recreation,11,61.0,0.826,2,2,9,4
2021,9,Westbrook,Building & Safety,22,88.1,0.769,0,4,8,12
2021,9,Westbrook,Transportation,13,88.9,0.853,1,13,19,3
2021,9,Westbrook,Utilities,12,59.2,0.813,0,4,5,18
2021,9,Westbrook,Environmental Services,11,47.4,0.916,2,8,14,18
2021,9,Westbrook,Code Enforcement,16,72.0,0.662,3,13,6,13
2021,9,Westbrook,Permits & Licensing,7,47.5,0.818,1,2,13,15
2021,9,Riverside,Public Works,7,28.1,0.656,4,9,10,9
2021,9,Riverside,Parks & Recreation,13,56.4,0.74,3,15,5,6
2021,9,Riverside,Building & Safety,29,55.6,0.721,5,5,17,17
2021,9,Riverside,Transportation,12,35.9,0.836,5,2,11,17
2021,9,Riverside,Utilities,28,61.0,0.704,0,10,11,18
2021,9,Riverside,Environmental Services,17,47.0,0.81,5,6,15,8
2021,9,Riverside,Code Enforcement,25,29.2,0.69,5,2,22,19
2021,9,Riverside,Permits & Licensing,8,29.3,0.869,2,9,25,12
2021,9,Highland,Public Works,11,78.2,0.853,2,2,11,6
2021,9,Highland,Parks & Recreation,12,75.6,0.831,5,8,15,3
2021,9,Highland,Building & Safety,10,58.3,0.823,2,11,8,15
2021,9,Highland,Transportation,30,26.8,0.818,1,2,6,18
2021,9,Highland,Utilities,27,80.0,0.785,4,4,16,5
2021,9,Highland,Environmental Services,12,49.7,0.725,1,9,7,13
2021,9,Highland,Code Enforcement,29,70.3,0.837,5,2,6,14
2021,9,Highland,Permits & Licensing,25,86.7,0.742,1,13,22,6
2021,9,Lakewood,Public Works,9,79.4,0.802,3,5,15,20
2021,9,Lakewood,Parks & Recreation,30,87.6,0.793,5,14,16,17
2021,9,Lakewood,Building & Safety,28,61.3,0.806,1,2,17,14
2021,9,Lakewood,Transportation,28,78.0,0.91,1,6,6,18
2021,9,Lakewood,Utilities,27,29.3,0.664,3,10,14,20
2021,9,Lakewood,Environmental Services,27,91.5,0.793,3,5,23,8
2021,9,Lakewood,Code Enforcement,22,68.3,0.78,2,7,19,11
2021,9,Lakewood,Permits & Licensing,24,30.7,0.857,4,4,7,19
2021,9,Industrial,Public Works,9,77.8,0.734,3,6,13,20
2021,9,Industrial,Parks & Recreation,16,46.0,0.876,3,2,25,19
2021,9,Industrial,Building & Safety,17,29.2,0.888,5,4,5,14
2021,9,Industrial,Transportation,29,42.5,0.81,4,5,15,5
2021,9,Industrial,Utilities,26,91.4,0.833,4,15,17,9
2021,9,Industrial,Environmental Services,21,53.8,0.836,5,9,22,7
2021,9,Industrial,Code Enforcement,24,48.8,0.725,2,7,18,13
2021,9,Industrial,Permits & Licensing,8,95.8,0.853,0,10,7,4
2021,9,Midtown,Public Works,9,70.4,0.746,1,15,6,9
2021,9,Midtown,Parks & Recreation,8,27.5,0.658,3,5,8,4
2021,9,Midtown,Building & Safety,23,63.9,0.856,5,15,17,18
2021,9,Midtown,Transportation,21,62.7,0.877,4,13,23,11
2021,9,Midtown,Utilities,6,26.4,0.749,2,5,24,5
2021,9,Midtown,Environmental Services,5,41.1,0.771,1,12,20,5
2021,9,Midtown,Code Enforcement,19,29.2,0.908,5,2,16,20
2021,9,Midtown,Permits & Licensing,28,40.1,0.899,3,15,16,4
2021,9,University,Public Works,24,54.7,0.916,2,10,6,5
2021,9,University,Parks & Recreation,14,63.9,0.901,0,5,21,6
2021,9,University,Building & Safety,8,24.4,0.852,5,5,22,15
2021,9,University,Transportation,11,89.0,0.688,1,10,12,8
2021,9,University,Utilities,22,30.9,0.765,5,10,18,6
2021,9,University,Environmental Services,29,91.2,0.796,5,11,16,17
2021,9,University,Code Enforcement,27,62.0,0.688,5,8,8,8
2021,9,University,Permits & Licensing,30,24.1,0.869,1,10,17,19
2021,9,Harbor,Public Works,15,30.3,0.821,5,4,22,17
2021,9,Harbor,Parks & Recreation,16,89.9,0.706,2,10,15,14
2021,9,Harbor,Building & Safety,18,71.9,0.671,5,8,15,10
2021,9,Harbor,Transportation,23,67.5,0.694,4,5,17,20
2021,9,Harbor,Utilities,28,77.0,0.731,2,7,19,17
2021,9,Harbor,Environmental Services,17,57.4,0.812,0,13,6,12
2021,9,Harbor,Code Enforcement,24,36.3,0.85,0,10,9,12
2021,9,Harbor,Permits & Licensing,5,45.8,0.829,2,5,11,13
2021,10,Downtown,Public Works,5,35.4,0.836,5,15,13,20
2021,10,Downtown,Parks & Recreation,21,33.2,0.765,4,11,23,7
2021,10,Downtown,Building & Safety,8,41.8,0.852,0,9,16,7
2021,10,Downtown,Transportation,9,42.9,0.888,2,7,23,10
2021,10,Downtown,Utilities,12,88.2,0.703,2,14,14,5
2021,10,Downtown,Environmental Services,23,68.2,0.674,3,11,11,5
2021,10,Downtown,Code Enforcement,28,52.2,0.843,2,14,20,8
2021,10,Downtown,Permits & Licensing,20,71.5,0.819,5,13,23,6
2021,10,Northside,Public Works,24,44.3,0.752,5,6,6,15
2021,10,Northside,Parks & Recreation,7,31.4,0.844,0,14,15,14
2021,10,Northside,Building & Safety,18,60.3,0.841,3,15,8,10
2021,10,Northside,Transportation,28,41.9,0.738,5,15,24,3
2021,10,Northside,Utilities,25,48.1,0.657,5,8,6,12
2021,10,Northside,Environmental Services,21,48.6,0.867,0,7,22,7
2021,10,Northside,Code Enforcement,15,88.6,0.79,4,13,12,7
2021,10,Northside,Permits & Licensing,6,56.8,0.658,5,13,17,17
2021,10,Southside,Public Works,29,87.3,0.654,4,11,21,5
2021,10,Southside,Parks & Recreation,12,92.0,0.782,3,6,17,7
2021,10,Southside,Building & Safety,9,48.6,0.9,2,3,20,4
2021,10,Southside,Transportation,22,25.8,0.807,3,6,7,15
2021,10,Southside,Utilities,21,63.5,0.709,3,14,9,7
2021,10,Southside,Environmental Services,20,54.9,0.826,4,5,20,15
2021,10,Southside,Code Enforcement,25,76.4,0.65,4,5,22,19
2021,10,Southside,Permits & Licensing,12,91.5,0.694,1,3,13,16
2021,10,Eastgate,Public Works,15,40.8,0.721,5,11,7,6
2021,10,Eastgate,Parks & Recreation,26,26.7,0.683,3,8,16,14
2021,10,Eastgate,Building & Safety,11,95.0,0.735,2,7,24,3
2021,10,Eastgate,Transportation,29,32.3,0.679,2,4,16,17
2021,10,Eastgate,Utilities,24,75.8,0.881,1,9,6,10
2021,10,Eastgate,Environmental Services,11,42.5,0.656,5,7,9,5
2021,10,Eastgate,Code Enforcement,8,40.1,0.665,5,2,12,7
2021,10,Eastgate,Permits & Licensing,14,31.4,0.767,0,7,8,12
2021,10,Westbrook,Public Works,19,40.6,0.789,3,2,15,9
2021,10,Westbrook,Parks & Recreation,28,42.3,0.904,4,5,11,20
2021,10,Westbrook,Building & Safety,21,89.2,0.803,2,10,20,7
2021,10,Westbrook,Transportation,27,49.5,0.753,5,12,5,15
2021,10,Westbrook,Utilities,23,53.7,0.846,5,10,6,11
2021,10,Westbrook,Environmental Services,10,56.5,0.881,0,6,11,11
2021,10,Westbrook,Code Enforcement,6,92.0,0.741,3,12,5,5
2021,10,Westbrook,Permits & Licensing,17,64.4,0.676,5,6,16,6
2021,10,Riverside,Public Works,5,38.4,0.762,2,15,25,15
2021,10,Riverside,Parks & Recreation,12,38.8,0.887,3,10,8,13
2021,10,Riverside,Building & Safety,20,35.4,0.773,4,10,7,8
2021,10,Riverside,Transportation,11,67.6,0.837,4,9,22,3
2021,10,Riverside,Utilities,6,51.6,0.885,1,10,14,13
2021,10,Riverside,Environmental Services,20,64.9,0.769,3,13,10,3
2021,10,Riverside,Code Enforcement,16,28.8,0.775,5,7,16,12
2021,10,Riverside,Permits & Licensing,12,83.1,0.816,4,6,6,11
2021,10,Highland,Public Works,17,83.9,0.783,0,10,13,10
2021,10,Highland,Parks & Recreation,9,32.5,0.654,2,8,9,5
2021,10,Highland,Building & Safety,28,45.8,0.838,3,10,24,10
2021,10,Highland,Transportation,18,80.9,0.73,1,11,9,16
2021,10,Highland,Utilities,14,59.7,0.764,4,7,19,20
2021,10,Highland,Environmental Services,9,53.6,0.712,1,12,9,20
2021,10,Highland,Code Enforcement,26,33.8,0.703,1,15,9,12
2021,10,Highland,Permits & Licensing,27,28.0,0.703,5,10,9,16
2021,10,Lakewood,Public Works,29,24.7,0.819,1,12,23,8
2021,10,Lakewood,Parks & Recreation,15,46.8,0.913,0,10,22,6
2021,10,Lakewood,Building & Safety,10,37.9,0.743,2,15,9,3
2021,10,Lakewood,Transportation,29,49.8,0.652,2,8,18,12
2021,10,Lakewood,Utilities,19,84.4,0.659,5,15,25,11
2021,10,Lakewood,Environmental Services,9,91.7,0.891,1,3,9,8
2021,10,Lakewood,Code Enforcement,5,62.6,0.797,4,11,13,10
2021,10,Lakewood,Permits & Licensing,24,71.1,0.755,1,5,5,14
2021,10,Industrial,Public Works,7,70.6,0.662,5,14,20,7
2021,10,Industrial,Parks & Recreation,21,27.9,0.773,4,9,25,14
2021,10,Industrial,Building & Safety,10,63.6,0.89,3,9,20,7
2021,10,Industrial,Transportation,10,31.5,0.872,1,5,6,16
2021,10,Industrial,Utilities,29,39.1,0.756,0,6,18,10
2021,10,Industrial,Environmental Services,28,46.8,0.758,5,5,11,5
2021,10,Industrial,Code Enforcement,10,34.8,0.786,3,15,24,18
2021,10,Industrial,Permits & Licensing,27,81.7,0.769,2,15,19,10
2021,10,Midtown,Public Works,18,59.3,0.879,3,14,6,15
2021,10,Midtown,Parks & Recreation,28,74.8,0.782,2,8,24,20
2021,10,Midtown,Building & Safety,21,42.6,0.889,5,13,6,19
2021,10,Midtown,Transportation,8,65.5,0.71,3,9,6,10
2021,10,Midtown,Utilities,21,43.4,0.867,4,8,6,20
2021,10,Midtown,Environmental Services,17,27.2,0.918,4,14,25,4
2021,10,Midtown,Code Enforcement,11,33.4,0.865,2,9,17,12
2021,10,Midtown,Permits & Licensing,29,52.4,0.783,2,9,10,16
2021,10,University,Public Works,14,87.4,0.761,4,2,21,7
2021,10,University,Parks & Recreation,19,62.7,0.663,5,9,7,19
2021,10,University,Building & Safety,8,24.2,0.716,1,14,23,20
2021,10,University,Transportation,9,73.0,0.683,3,8,15,17
2021,10,University,Utilities,5,32.2,0.761,1,9,23,9
2021,10,University,Environmental Services,19,70.6,0.842,0,6,15,8
2021,10,University,Code Enforcement,27,36.8,0.671,5,3,7,6
2021,10,University,Permits & Licensing,27,91.7,0.72,3,12,16,5
2021,10,Harbor,Public Works,21,85.4,0.883,5,8,21,8
2021,10,Harbor,Parks & Recreation,17,79.6,0.696,4,8,6,8
2021,10,Harbor,Building & Safety,15,83.2,0.858,4,15,9,8
2021,10,Harbor,Transportation,9,67.0,0.741,1,14,6,16
2021,10,Harbor,Utilities,14,42.9,0.683,2,13,19,12
2021,10,Harbor,Environmental Services,25,60.7,0.808,1,3,9,9
2021,10,Harbor,Code Enforcement,5,49.9,0.778,4,14,13,3
2021,10,Harbor,Permits & Licensing,19,50.2,0.823,3,15,20,20
2021,11,Downtown,Public Works,30,88.9,0.694,0,11,20,10
2021,11,Downtown,Parks & Recreation,11,51.5,0.688,4,12,20,17
2021,11,Downtown,Building & Safety,18,69.0,0.847,3,3,24,3
2021,11,Downtown,Transportation,12,91.1,0.725,4,6,24,20
2021,11,Downtown,Utilities,11,92.4,0.667,0,4,9,4
2021,11,Downtown,Environmental Services,25,67.4,0.665,2,2,9,4
2021,11,Downtown,Code Enforcement,26,88.4,0.793,4,15,24,12
2021,11,Downtown,Permits & Licensing,15,72.2,0.875,0,2,8,16
2021,11,Northside,Public Works,10,34.8,0.66,1,12,14,20
2021,11,Northside,Parks & Recreation,10,87.3,0.735,3,13,23,14
2021,11,Northside,Building & Safety,6,33.3,0.776,0,14,14,13
2021,11,Northside,Transportation,16,67.1,0.658,3,15,7,16
2021,11,Northside,Utilities,22,43.8,0.659,0,6,20,7
2021,11,Northside,Environmental Services,8,54.3,0.892,5,15,13,13
2021,11,Northside,Code Enforcement,21,94.8,0.822,3,10,11,9
2021,11,Northside,Permits & Licensing,24,35.6,0.895,0,3,23,19
2021,11,Southside,Public Works,7,61.2,0.692,3,13,24,12
2021,11,Southside,Parks & Recreation,18,90.4,0.855,4,15,15,11
2021,11,Southside,Building & Safety,21,76.7,0.841,4,11,16,7
2021,11,Southside,Transportation,24,38.4,0.707,4,9,21,18
2021,11,Southside,Utilities,20,73.6,0.709,1,11,12,12
2021,11,Southside,Environmental Services,11,55.6,0.861,0,3,5,17
2021,11,Southside,Code Enforcement,25,80.4,0.772,0,13,11,16
2021,11,Southside,Permits & Licensing,18,81.0,0.876,0,7,16,20
2021,11,Eastgate,Public Works,30,71.1,0.712,5,5,5,9
2021,11,Eastgate,Parks & Recreation,27,43.7,0.735,2,6,7,12
2021,11,Eastgate,Building & Safety,14,32.4,0.724,4,10,15,3
2021,11,Eastgate,Transportation,8,39.1,0.773,5,7,15,15
2021,11,Eastgate,Utilities,28,89.4,0.678,4,11,5,8
2021,11,Eastgate,Environmental Services,11,75.9,0.836,2,15,15,18
2021,11,Eastgate,Code Enforcement,20,30.9,0.899,0,12,9,18
2021,11,Eastgate,Permits & Licensing,9,64.9,0.748,5,9,22,13
2021,11,Westbrook,Public Works,19,78.5,0.719,3,13,6,19
2021,11,Westbrook,Parks & Recreation,14,73.9,0.661,4,13,15,20
2021,11,Westbrook,Building & Safety,22,84.4,0.771,0,5,23,13
2021,11,Westbrook,Transportation,30,69.8,0.71,2,3,9,11
2021,11,Westbrook,Utilities,5,72.7,0.859,2,8,25,20
2021,11,Westbrook,Environmental Services,10,58.1,0.817,4,11,17,8
2021,11,Westbrook,Code Enforcement,24,56.9,0.891,0,15,14,13
2021,11,Westbrook,Permits & Licensing,27,59.8,0.877,0,6,18,5
2021,11,Riverside,Public Works,20,81.7,0.761,1,7,19,12
2021,11,Riverside,Parks & Recreation,11,40.6,0.76,4,6,10,6
2021,11,Riverside,Building & Safety,16,83.5,0.711,0,14,11,5
2021,11,Riverside,Transportation,19,61.8,0.868,4,2,20,19
2021,11,Riverside,Utilities,9,49.5,0.823,1,7,20,19
2021,11,Riverside,Environmental Services,14,41.7,0.68,2,4,8,19
2021,11,Riverside,Code Enforcement,26,81.2,0.677,1,5,6,17
2021,11,Riverside,Permits & Licensing,17,43.5,0.881,5,15,21,6
2021,11,Highland,Public Works,5,48.9,0.913,2,2,24,5
2021,11,Highland,Parks & Recreation,15,94.5,0.722,3,2,8,19
2021,11,Highland,Building & Safety,29,27.0,0.84,5,13,14,3
2021,11,Highland,Transportation,23,56.5,0.677,2,12,11,13
2021,11,Highland,Utilities,11,74.9,0.658,1,6,13,20
2021,11,Highland,Environmental Services,15,86.7,0.687,3,12,8,11
2021,11,Highland,Code Enforcement,9,33.2,0.697,1,6,8,3
2021,11,Highland,Permits & Licensing,24,93.1,0.837,4,10,8,9
2021,11,Lakewood,Public Works,22,81.7,0.757,2,10,15,11
2021,11,Lakewood,Parks & Recreation,9,48.2,0.713,5,14,14,10
2021,11,Lakewood,Building & Safety,10,58.6,0.799,0,6,24,13
2021,11,Lakewood,Transportation,22,69.5,0.719,3,2,9,3
2021,11,Lakewood,Utilities,20,92.3,0.696,5,2,8,15
2021,11,Lakewood,Environmental Services,6,93.5,0.654,0,8,17,8
2021,11,Lakewood,Code Enforcement,27,58.6,0.74,4,11,25,17
2021,11,Lakewood,Permits & Licensing,24,56.3,0.804,2,6,15,9
2021,11,Industrial,Public Works,27,55.4,0.762,5,14,22,5
2021,11,Industrial,Parks & Recreation,29,76.8,0.835,3,11,9,5
2021,11,Industrial,Building & Safety,30,84.0,0.717,5,9,8,17
2021,11,Industrial,Transportation,14,67.9,0.808,5,12,19,18
2021,11,Industrial,Utilities,12,50.6,0.781,1,4,24,11
2021,11,Industrial,Environmental Services,16,46.6,0.688,3,4,15,13
2021,11,Industrial,Code Enforcement,19,39.4,0.678,3,2,7,18
2021,11,Industrial,Permits & Licensing,8,73.2,0.828,2,9,19,8
2021,11,Midtown,Public Works,14,92.4,0.847,2,11,23,7
2021,11,Midtown,Parks & Recreation,21,27.7,0.889,0,8,8,13
2021,11,Midtown,Building & Safety,22,86.1,0.77,5,3,14,20
2021,11,Midtown,Transportation,19,66.2,0.914,3,11,18,10
2021,11,Midtown,Utilities,24,62.3,0.894,1,10,10,18
2021,11,Midtown,Environmental Services,17,30.0,0.702,0,7,11,16
2021,11,Midtown,Code Enforcement,30,55.7,0.808,3,11,15,20
2021,11,Midtown,Permits & Licensing,27,82.8,0.917,1,4,7,18
2021,11,University,Public Works,8,52.0,0.663,4,11,19,13
2021,11,University,Parks & Recreation,22,81.7,0.813,0,15,19,8
2021,11,University,Building & Safety,14,38.3,0.784,3,3,24,6
2021,11,University,Transportation,26,77.4,0.858,4,14,17,13
2021,11,University,Utilities,20,60.0,0.732,5,12,6,5
2021,11,University,Environmental Services,11,94.1,0.829,1,11,25,3
2021,11,University,Code Enforcement,29,53.4,0.726,1,12,9,17
2021,11,University,Permits & Licensing,22,76.6,0.715,2,8,24,17
2021,11,Harbor,Public Works,11,36.4,0.793,1,12,15,12
2021,11,Harbor,Parks & Recreation,23,44.9,0.82,5,6,18,14
2021,11,Harbor,Building & Safety,7,32.5,0.827,4,2,24,19
2021,11,Harbor,Transportation,17,44.4,0.65,1,15,14,4
2021,11,Harbor,Utilities,16,33.1,0.902,4,2,5,20
2021,11,Harbor,Environmental Services,16,86.4,0.713,0,15,14,3
2021,11,Harbor,Code Enforcement,12,80.0,0.814,3,13,23,15
2021,11,Harbor,Permits & Licensing,25,93.9,0.751,2,13,17,15
2021,12,Downtown,Public Works,17,73.1,0.667,3,10,11,8
2021,12,Downtown,Parks & Recreation,20,52.5,0.91,1,5,22,15
2021,12,Downtown,Building & Safety,16,62.8,0.728,3,4,14,7
2021,12,Downtown,Transportation,11,32.7,0.84,0,3,25,3
2021,12,Downtown,Utilities,11,70.4,0.751,5,9,18,7
2021,12,Downtown,Environmental Services,7,92.5,0.656,1,12,18,17
2021,12,Downtown,Code Enforcement,30,45.9,0.899,5,11,18,8
2021,12,Downtown,Permits & Licensing,19,47.1,0.718,4,8,22,17
2021,12,Northside,Public Works,17,62.5,0.872,2,5,10,16
2021,12,Northside,Parks & Recreation,24,31.4,0.905,0,11,20,10
2021,12,Northside,Building & Safety,27,81.2,0.699,4,6,18,20
2021,12,Northside,Transportation,29,75.3,0.754,2,2,6,18
2021,12,Northside,Utilities,35,53.0,0.861,2,3,23,18
2021,12,Northside,Environmental Services,27,93.3,0.684,0,4,21,11
2021,12,Northside,Code Enforcement,19,54.3,0.78,4,3,21,5
2021,12,Northside,Permits & Licensing,12,51.1,0.748,3,12,7,20
2021,12,Southside,Public Works,30,27.8,0.835,4,6,24,4
2021,12,Southside,Parks & Recreation,15,55.4,0.703,4,14,5,18
2021,12,Southside,Building & Safety,19,82.8,0.867,4,9,23,13
2021,12,Southside,Transportation,23,59.0,0.731,2,14,14,12
2021,12,Southside,Utilities,13,69.9,0.728,0,13,24,12
2021,12,Southside,Environmental Services,28,41.0,0.847,4,6,6,18
2021,12,Southside,Code Enforcement,23,26.9,0.676,1,11,6,12
2021,12,Southside,Permits & Licensing,30,24.5,0.691,5,11,5,12
2021,12,Eastgate,Public Works,20,29.0,0.919,0,4,21,5
2021,12,Eastgate,Parks & Recreation,30,44.8,0.69,2,6,9,11
2021,12,Eastgate,Building & Safety,13,41.4,0.903,2,2,8,8
2021,12,Eastgate,Transportation,29,61.5,0.749,5,4,19,14
2021,12,Eastgate,Utilities,39,86.9,0.757,1,6,12,18
2021,12,Eastgate,Environmental Services,10,48.1,0.706,4,15,6,13
2021,12,Eastgate,Code Enforcement,7,51.2,0.736,1,11,9,18
2021,12,Eastgate,Permits & Licensing,29,72.8,0.728,3,14,17,10
2021,12,Westbrook,Public Works,26,65.6,0.668,3,13,25,8
2021,12,Westbrook,Parks & Recreation,11,37.8,0.76,4,13,16,4
2021,12,Westbrook,Building & Safety,25,91.5,0.752,2,14,8,4
2021,12,Westbrook,Transportation,13,71.8,0.719,3,8,20,12
2021,12,Westbrook,Utilities,26,33.1,0.666,5,14,22,10
2021,12,Westbrook,Environmental Services,17,46.0,0.693,5,13,17,18
2021,12,Westbrook,Code Enforcement,13,36.5,0.855,1,10,18,3
2021,12,Westbrook,Permits & Licensing,14,25.1,0.801,3,8,15,19
2021,12,Riverside,Public Works,26,51.3,0.787,0,3,22,14
2021,12,Riverside,Parks & Recreation,18,64.5,0.735,4,12,13,13
2021,12,Riverside,Building & Safety,13,45.2,0.848,2,14,8,11
2021,12,Riverside,Transportation,32,86.7,0.702,4,8,19,10
2021,12,Riverside,Utilities,36,31.0,0.892,5,11,11,19
2021,12,Riverside,Environmental Services,15,49.2,0.799,5,13,10,13
2021,12,Riverside,Code Enforcement,22,49.9,0.684,0,12,5,5
2021,12,Riverside,Permits & Licensing,5,66.4,0.792,3,3,21,6
2021,12,Highland,Public Works,26,38.6,0.772,3,7,12,12
2021,12,Highland,Parks & Recreation,13,81.4,0.809,1,2,5,5
2021,12,Highland,Building & Safety,6,31.0,0.798,4,12,11,6
2021,12,Highland,Transportation,35,74.6,0.864,0,3,24,7
2021,12,Highland,Utilities,22,69.3,0.691,5,14,25,8
2021,12,Highland,Environmental Services,8,75.1,0.833,5,4,13,12
2021,12,Highland,Code Enforcement,19,25.8,0.761,5,3,25,17
2021,12,Highland,Permits & Licensing,13,48.0,0.831,3,13,15,11
2021,12,Lakewood,Public Works,10,39.6,0.81,0,6,6,15
2021,12,Lakewood,Parks & Recreation,17,89.8,0.865,2,2,13,11
2021,12,Lakewood,Building & Safety,10,90.3,0.914,3,3,20,9
2021,12,Lakewood,Transportation,31,24.8,0.818,3,4,25,18
2021,12,Lakewood,Utilities,10,53.7,0.882,1,10,18,9
2021,12,Lakewood,Environmental Services,24,42.1,0.915,5,3,19,11
2021,12,Lakewood,Code Enforcement,8,68.2,0.864,0,3,7,11
2021,12,Lakewood,Permits & Licensing,29,30.2,0.7,3,2,20,7
2021,12,Industrial,Public Works,25,78.6,0.656,5,2,6,15
2021,12,Industrial,Parks & Recreation,13,82.8,0.654,1,13,15,15
2021,12,Industrial,Building & Safety,23,71.3,0.749,0,10,20,18
2021,12,Industrial,Transportation,23,68.0,0.838,3,15,7,20
2021,12,Industrial,Utilities,15,48.7,0.679,0,8,20,6
2021,12,Industrial,Environmental Services,23,29.0,0.809,4,7,15,12
2021,12,Industrial,Code Enforcement,17,61.5,0.85,0,12,25,5
2021,12,Industrial,Permits & Licensing,16,60.7,0.764,4,15,15,5
2021,12,Midtown,Public Works,19,52.7,0.657,2,12,11,8
2021,12,Midtown,Parks & Recreation,22,48.2,0.914,0,8,11,12
2021,12,Midtown,Building & Safety,27,86.9,0.739,3,3,25,14
2021,12,Midtown,Transportation,26,66.3,0.879,0,12,19,9
2021,12,Midtown,Utilities,11,55.8,0.655,0,5,5,10
2021,12,Midtown,Environmental Services,20,29.4,0.788,3,3,22,12
2021,12,Midtown,Code Enforcement,20,93.8,0.837,4,15,19,3
2021,12,Midtown,Permits & Licensing,6,29.1,0.701,2,2,15,4
2021,12,University,Public Works,17,79.5,0.877,0,5,25,19
2021,12,University,Parks & Recreation,19,68.5,0.824,5,15,22,7
2021,12,University,Building & Safety,28,26.0,0.874,4,5,7,4
2021,12,University,Transportation,36,80.8,0.72,1,9,25,3
2021,12,University,Utilities,26,75.0,0.708,4,2,12,7
2021,12,University,Environmental Services,5,26.9,0.704,1,12,6,12
2021,12,University,Code Enforcement,30,36.9,0.741,0,9,24,8
2021,12,University,Permits & Licensing,23,54.1,0.787,0,15,8,6
2021,12,Harbor,Public Works,20,58.3,0.723,4,14,24,10
2021,12,Harbor,Parks & Recreation,7,26.1,0.813,1,8,15,15
2021,12,Harbor,Building & Safety,15,52.5,0.731,0,12,23,20
2021,12,Harbor,Transportation,11,86.4,0.852,2,15,11,4
2021,12,Harbor,Utilities,29,85.8,0.784,1,7,7,6
2021,12,Harbor,Environmental Services,13,33.4,0.838,1,14,18,8
2021,12,Harbor,Code Enforcement,27,38.8,0.769,2,10,10,17
2021,12,Harbor,Permits & Licensing,12,28.7,0.873,4,2,9,6
2022,1,Downtown,Public Works,30,33.1,0.894,5,11,17,8
2022,1,Downtown,Parks & Recreation,5,86.2,0.775,3,3,5,3
2022,1,Downtown,Building & Safety,10,77.6,0.817,0,13,25,12
2022,1,Downtown,Transportation,23,81.8,0.767,5,14,20,7
2022,1,Downtown,Utilities,14,80.6,0.775,1,12,13,19
2022,1,Downtown,Environmental Services,19,91.7,0.781,3,5,10,4
2022,1,Downtown,Code Enforcement,24,57.3,0.862,1,13,20,5
2022,1,Downtown,Permits & Licensing,25,83.2,0.8,2,7,18,3
2022,1,Northside,Public Works,22,36.9,0.776,1,5,8,19
2022,1,Northside,Parks & Recreation,8,93.7,0.853,4,7,22,19
2022,1,Northside,Building & Safety,12,82.4,0.659,3,14,25,9
2022,1,Northside,Transportation,16,57.7,0.825,0,5,8,7
2022,1,Northside,Utilities,33,83.8,0.663,3,9,10,8
2022,1,Northside,Environmental Services,26,85.4,0.798,0,2,25,14
2022,1,Northside,Code Enforcement,14,38.2,0.736,1,8,13,13
2022,1,Northside,Permits & Licensing,24,44.3,0.793,3,2,8,4
2022,1,Southside,Public Works,22,27.7,0.693,1,4,5,18
2022,1,Southside,Parks & Recreation,21,82.5,0.686,0,3,12,17
2022,1,Southside,Building & Safety,23,40.8,0.772,4,7,18,9
2022,1,Southside,Transportation,36,61.2,0.856,5,7,12,6
2022,1,Southside,Utilities,19,56.2,0.863,1,3,12,16
2022,1,Southside,Environmental Services,11,68.5,0.681,3,5,7,18
2022,1,Southside,Code Enforcement,23,35.3,0.768,3,2,18,7
2022,1,Southside,Permits & Licensing,11,52.6,0.851,4,9,10,15
2022,1,Eastgate,Public Works,16,65.8,0.755,1,9,11,14
2022,1,Eastgate,Parks & Recreation,13,36.3,0.711,1,7,9,4
2022,1,Eastgate,Building & Safety,27,65.4,0.764,4,2,13,7
2022,1,Eastgate,Transportation,10,61.1,0.696,3,9,18,8
2022,1,Eastgate,Utilities,37,71.7,0.88,2,5,14,8
2022,1,Eastgate,Environmental Services,30,42.6,0.783,5,11,10,20
2022,1,Eastgate,Code Enforcement,12,94.2,0.74,0,8,21,18
2022,1,Eastgate,Permits & Licensing,11,66.8,0.674,4,9,19,11
2022,1,Westbrook,Public Works,5,67.6,0.674,5,8,12,10
2022,1,Westbrook,Parks & Recreation,15,93.1,0.843,3,11,12,7
2022,1,Westbrook,Building & Safety,23,80.7,0.84,0,8,6,4
2022,1,Westbrook,Transportation,26,66.5,0.771,5,14,21,4
2022,1,Westbrook,Utilities,23,85.8,0.908,4,8,20,6
2022,1,Westbrook,Environmental Services,19,59.9,0.902,3,5,7,20
2022,1,Westbrook,Code Enforcement,29,66.0,0.795,0,13,18,9
2022,1,Westbrook,Permits & Licensing,9,56.7,0.707,2,6,12,5
2022,1,Riverside,Public Works,5,24.3,0.715,3,12,14,8
2022,1,Riverside,Parks & Recreation,27,60.7,0.753,3,15,23,3
2022,1,Riverside,Building & Safety,19,56.3,0.915,3,14,9,15
2022,1,Riverside,Transportation,13,49.2,0.772,2,12,19,3
2022,1,Riverside,Utilities,32,33.6,0.663,0,8,15,19
