customer_id,age,email_opt_in,churned,account_age_days,total_transactions,total_spend,avg_order_value,std_order_value,max_order_value,min_order_value,avg_discount_rate,unique_categories,days_since_last_purchase,customer_tenure_days,purchase_frequency,total_sessions,total_session_duration,avg_session_duration,max_session_duration,total_pages_viewed,avg_pages_per_session,max_pages_per_session,total_cart_abandonments,cart_abandonment_rate,mobile_session_rate,unique_referral_sources,total_tickets,avg_resolution_time,max_resolution_time,avg_satisfaction_score,ticket_resolution_rate,unique_issue_types,high_priority_tickets,tier_Basic,tier_Premium,tier_Standard,gender_F,gender_M
C087,37,0,0,206,5.0,1130.0,226.0,99.77537271290947,385.0,112.5,0.02,3.0,9.0,190.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C088,44,1,0,255,6.0,1769.0,294.8333333333333,85.56498505035027,425.0,198.0,0.025000000000000005,3.0,9.0,238.0,0.7563025210084033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C089,29,1,1,16,2.0,65.98,32.99,18.38477631085024,45.99,19.99,0.0,1.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,36.0,2.5,1.0,2.0,1.0,True,False,False,True,False
C090,53,1,0,64,3.0,805.5,268.5,110.29165879612111,395.0,192.5,0.0,3.0,3.0,53.0,1.6981132075471699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C091,34,1,0,345,8.0,2226.5,278.3125,82.98146845617313,415.0,168.5,0.025,3.0,3.0,334.0,0.718562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C092,23,0,1,166,2.0,68.49000000000001,34.245000000000005,1.7748380207782304,35.5,32.99,0.0,2.0,151.0,28.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C093,40,1,0,220,6.0,1377.0,229.5,97.28617579080802,405.0,118.5,0.03333333333333333,3.0,3.0,230.0,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C094,31,1,1,296,2.0,94.97999999999999,47.489999999999995,30.40559159102154,68.99,25.99,0.0,1.0,267.0,21.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C095,47,1,0,36,3.0,905.0,301.6666666666667,117.73841061154738,435.0,212.0,0.016666666666666666,2.0,3.0,26.0,3.4615384615384612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,True,False,True,False
C096,26,1,1,92,2.0,85.49000000000001,42.745000000000005,0.3464823227814122,42.99,42.5,0.0,2.0,64.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.666666666666664,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C097,38,0,0,322,7.0,1659.0,237.0,93.40993880025117,415.0,118.5,0.021428571428571432,3.0,21.0,293.0,0.7167235494880545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,False,False,True,True,False
C098,45,1,0,125,5.0,1448.0,289.6,109.41115116842525,445.0,175.0,0.03,4.0,3.0,114.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,False,True,False,False,True
C099,28,1,1,199,2.0,61.980000000000004,30.990000000000002,11.313708498984765,38.99,22.99,0.0,1.0,174.0,18.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C100,54,1,0,273,6.0,1467.0,244.5,100.68266980965493,425.0,128.5,0.025000000000000005,3.0,21.0,244.0,0.7377049180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0,False,False,True,False,True
C101,33,1,0,355,8.0,2413.5,301.6875,89.06856808902101,455.0,178.5,0.018750000000000003,3.0,3.0,344.0,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C102,24,0,1,159,2.0,74.49000000000001,37.245000000000005,1.7748380207782304,38.5,35.99,0.0,2.0,135.0,19.0,3.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C103,41,1,0,215,5.0,1319.0,263.8,109.57337724100687,435.0,135.5,0.0,3.0,9.0,200.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C104,32,1,0,291,6.0,760.0,126.66666666666667,40.21649744404237,178.0,78.5,0.03333333333333333,3.0,9.0,275.0,0.6545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C105,50,1,0,43,3.0,982.0,327.3333333333333,122.13244177258282,465.0,232.0,0.016666666666666666,3.0,3.0,33.0,2.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C106,27,1,1,100,2.0,77.98,38.99,14.142135623730955,48.99,28.99,0.0,1.0,74.0,18.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.333333333333336,72.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C107,39,0,0,309,7.0,1852.0,264.57142857142856,97.0628784909678,445.0,135.5,0.014285714285714287,3.0,3.0,301.0,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C108,46,1,0,148,4.0,1083.5,270.875,86.87958620988017,375.0,178.5,0.0375,3.0,3.0,117.0,1.0256410256410258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C109,30,1,1,192,2.0,68.49000000000001,34.245000000000005,2.4678026663410546,35.99,32.5,0.0,2.0,169.0,17.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,96.0,2.0,1.0,2.0,2.0,True,False,False,True,False
C110,57,1,0,267,6.0,1117.0,186.16666666666666,62.94971538193534,285.0,118.5,0.016666666666666666,3.0,11.0,249.0,0.7228915662650601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C111,35,1,0,3,1.0,295.0,295.0,0.0,295.0,295.0,0.05,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C112,22,0,1,77,1.0,19.99,19.99,0.0,19.99,19.99,0.0,1.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.333333333333336,72.0,2.0,1.0,2.0,2.0,True,False,False,False,True
C113,42,1,0,335,7.0,1275.0,182.14285714285714,59.85170165063138,265.0,108.5,0.014285714285714287,3.0,26.0,303.0,0.6930693069306931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C114,31,1,0,174,4.0,607.5,151.875,48.80296268329072,198.0,92.5,0.0125,3.0,16.0,150.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C115,49,1,0,233,5.0,1026.0,205.2,71.98142121408829,295.0,135.5,0.02,3.0,23.0,202.0,0.7425742574257426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C116,26,1,1,286,1.0,35.5,35.5,0.0,35.5,35.5,0.0,1.0,273.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C117,38,0,0,56,2.0,407.5,203.75,100.76271631908303,275.0,132.5,0.0,2.0,3.0,46.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C118,43,1,0,114,3.0,725.5,241.83333333333334,92.70967227497536,345.0,165.5,0.03333333333333333,3.0,11.0,96.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C119,29,1,1,326,1.0,25.99,25.99,0.0,25.99,25.99,0.0,1.0,301.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C120,52,1,0,138,3.0,605.5,201.83333333333334,75.23684824162515,285.0,138.5,0.016666666666666666,3.0,29.0,102.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C121,34,1,0,184,4.0,963.5,240.875,77.78429040193998,325.0,155.5,0.025,3.0,26.0,150.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C122,23,0,1,257,1.0,42.5,42.5,0.0,42.5,42.5,0.0,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C123,40,1,0,19,2.0,393.5,196.75,96.52007563196373,265.0,128.5,0.0,2.0,3.0,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C124,33,1,0,72,2.0,293.5,146.75,68.23580438450183,195.0,98.5,0.025,2.0,16.0,48.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C125,48,1,0,350,7.0,1532.0,218.85714285714286,70.90881132701016,305.0,138.5,0.014285714285714287,3.0,29.0,314.0,0.6687898089171974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C126,25,1,1,182,1.0,22.99,22.99,0.0,22.99,22.99,0.0,1.0,164.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C127,37,0,0,237,5.0,986.0,197.2,70.47570503372066,285.0,125.5,0.01,3.0,19.0,211.0,0.7109004739336493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C128,44,1,0,281,6.0,1394.0,232.33333333333334,80.4671775736335,355.0,152.5,0.016666666666666666,3.0,6.0,267.0,0.6741573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C129,28,1,1,49,1.0,38.5,38.5,0.0,38.5,38.5,0.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C130,55,1,0,104,3.0,625.5,208.5,78.28952675805365,295.0,142.5,0.016666666666666666,3.0,3.0,94.0,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C131,36,1,0,314,6.0,1321.0,220.16666666666666,73.47289749742191,325.0,145.5,0.016666666666666666,3.0,29.0,277.0,0.6498194945848376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C132,24,0,1,128,1.0,28.99,28.99,0.0,28.99,28.99,0.0,1.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.666666666666664,72.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C133,43,1,0,209,4.0,923.5,230.875,71.91241779646498,305.0,148.5,0.0125,3.0,29.0,173.0,0.6936416184971098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C134,31,1,0,263,6.0,917.0,152.83333333333334,47.04111676678889,218.0,98.5,0.016666666666666666,3.0,3.0,270.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C135,51,1,0,9,1.0,345.0,345.0,0.0,345.0,345.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C136,27,1,1,84,1.0,32.5,32.5,0.0,32.5,32.5,0.0,1.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C137,40,0,0,360,7.0,1429.0,204.14285714285714,66.3769000266121,285.0,125.5,0.021428571428571432,3.0,23.0,330.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C138,47,1,0,164,4.0,1080.5,270.125,85.64497942086273,365.0,175.5,0.0125,3.0,3.0,153.0,0.7843137254901962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C139,30,1,1,230,1.0,19.99,19.99,0.0,19.99,19.99,0.0,1.0,212.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.333333333333336,72.0,2.0,1.0,3.0,2.0,True,False,False,True,False
C140,58,1,0,304,6.0,1201.0,200.16666666666666,65.55201497030177,295.0,135.5,0.016666666666666666,3.0,3.0,293.0,0.614334470989761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C141,35,1,0,33,2.0,497.5,248.75,121.97591975467945,335.0,162.5,0.0,2.0,9.0,17.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C142,22,0,1,97,1.0,35.5,35.5,0.0,35.5,35.5,0.0,1.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C143,42,1,0,319,6.0,1108.0,184.66666666666666,62.46092111605997,275.0,118.5,0.025000000000000005,3.0,26.0,286.0,0.6293706293706294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C144,33,1,0,143,3.0,455.5,151.83333333333334,51.35740777466609,205.0,102.5,0.0,3.0,29.0,106.0,0.8490566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C145,50,1,0,189,5.0,1093.0,218.6,77.92095353626007,315.0,142.5,0.01,3.0,3.0,230.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C146,26,1,1,253,1.0,25.99,25.99,0.0,25.99,25.99,0.0,1.0,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,2.0,2.0,True,False,False,False,True
C147,39,0,0,23,2.0,407.5,203.75,100.76271631908303,275.0,132.5,0.05,2.0,3.0,13.0,4.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C148,46,1,0,80,3.0,745.5,248.5,94.9960525495665,355.0,172.5,0.016666666666666666,3.0,3.0,69.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C149,29,1,1,343,1.0,42.5,42.5,0.0,42.5,42.5,0.0,1.0,324.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.333333333333336,96.0,2.0,1.0,2.0,2.0,True,False,False,True,False
C150,54,1,0,172,4.0,923.5,230.875,71.91241779646498,305.0,148.5,0.025,3.0,3.0,161.0,0.7453416149068324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C151,34,1,0,225,5.0,1136.0,227.2,78.98465040753172,325.0,152.5,0.01,3.0,3.0,214.0,0.7009345794392523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C152,23,0,1,298,1.0,22.99,22.99,0.0,22.99,22.99,0.0,1.0,273.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.666666666666664,72.0,2.3333333333333335,1.0,2.0,2.0,True,False,False,False,True
C153,41,1,0,41,2.0,423.5,211.75,103.59114344382921,285.0,138.5,0.05,2.0,9.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C154,32,1,0,107,3.0,478.5,159.5,53.39241519167306,215.0,108.5,0.016666666666666666,3.0,3.0,97.0,0.9278350515463918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C155,49,1,0,306,6.0,1361.0,226.83333333333334,75.71041319836173,335.0,152.5,0.016666666666666666,3.0,3.0,295.0,0.6101694915254237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C156,25,1,1,135,1.0,38.5,38.5,0.0,38.5,38.5,0.0,1.0,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C157,38,0,0,204,4.0,890.5,222.625,69.88726040321417,295.0,142.5,0.0125,3.0,21.0,175.0,0.6857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C158,45,1,0,247,5.0,1286.0,257.2,90.0198589201294,375.0,168.5,0.02,3.0,13.0,227.0,0.6607929515418502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C159,28,1,1,13,1.0,28.99,28.99,0.0,28.99,28.99,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,36.0,2.5,1.0,2.0,1.0,True,False,False,True,False
C160,56,1,0,70,2.0,453.5,226.75,110.66221125569469,305.0,148.5,0.025,2.0,9.0,53.0,1.1320754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C161,36,1,0,353,7.0,1639.0,234.14285714285714,75.47445168494342,325.0,148.5,0.014285714285714287,3.0,3.0,342.0,0.6140350877192983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C162,24,0,1,176,1.0,32.5,32.5,0.0,32.5,32.5,0.0,1.0,151.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C163,44,1,0,220,5.0,1026.0,205.2,71.98142121408829,295.0,135.5,0.01,3.0,3.0,212.0,0.7075471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C164,31,1,0,288,6.0,997.0,166.16666666666666,51.661074966232235,238.0,108.5,0.016666666666666666,3.0,3.0,278.0,0.6474820143884892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C165,52,1,0,53,2.0,513.5,256.75,124.80434687942564,345.0,168.5,0.025,2.0,3.0,43.0,1.3953488372093024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C166,27,1,1,94,1.0,19.99,19.99,0.0,19.99,19.99,0.0,1.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.666666666666664,72.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C167,41,0,0,329,6.0,1161.0,193.5,63.243972044772775,285.0,128.5,0.025000000000000005,3.0,19.0,303.0,0.594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C168,48,1,0,151,4.0,1086.5,271.625,84.01525159160092,365.0,178.5,0.025,3.0,3.0,140.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
C169,30,1,1,196,1.0,35.5,35.5,0.0,35.5,35.5,0.0,1.0,179.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.666666666666664,96.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,True,False
C170,59,1,0,270,5.0,1066.0,213.2,73.76025352451006,305.0,142.5,0.01,3.0,16.0,247.0,0.6072874493927126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,False,True
C171,35,1,0,6,1.0,335.0,335.0,0.0,335.0,335.0,0.1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C172,22,0,1,62,1.0,25.99,25.99,0.0,25.99,25.99,0.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.333333333333336,72.0,2.3333333333333335,1.0,3.0,2.0,True,False,False,False,True
C173,43,1,0,337,6.0,1108.0,184.66666666666666,62.46092111605997,275.0,118.5,0.025000000000000005,3.0,29.0,300.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C174,33,1,0,169,4.0,743.5,185.875,62.05155786387102,248.0,112.5,0.0125,3.0,3.0,159.0,0.7547169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,True,False,False,False,True
C175,51,1,0,243,5.0,1166.0,233.2,82.44589134699194,335.0,155.5,0.02,3.0,3.0,232.0,0.646551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,True,False
C176,26,1,1,284,1.0,42.5,42.5,0.0,42.5,42.5,0.0,1.0,265.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.333333333333336,96.0,2.0,1.0,3.0,2.0,True,False,False,False,True
C177,40,0,0,46,2.0,423.5,211.75,103.59114344382921,285.0,138.5,0.025,2.0,3.0,36.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,False,True,True,False
C178,47,1,0,112,3.0,792.5,264.1666666666667,99.50921230385322,375.0,182.5,0.03333333333333333,3.0,3.0,101.0,0.8910891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,False,True,False,False,True
